STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-12,9.84,0,0,29,42,20
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-13,5.82,0,0,39,46,33
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-14,17,0,0,41,43,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-15,12.97,0,0,20,22,13
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-16,12.3,0.36,0.6,18,40,10
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-17,19.24,1.06,0,39,46,35
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-18,18.79,0,0,35,38,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-19,10.51,0,0,38,51,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-20,12.08,0.25,0.3,41,47,23
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-21,13.87,0,0,21,23,15
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-22,7.61,0,0,21,30,14
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-23,9.4,0.01,0.2,31,38,26
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-24,8.05,0,0.2,32,38,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-25,10.51,0,0,38,43,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-26,12.53,0,0,28,30,21
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-27,8.28,0,0,24,32,18
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-28,7.83,0.11,1.3,32,35,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-29,22.82,0.49,8.1,23,30,15
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-30,13.65,0,0,19,27,14
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-01-31,6.49,0,0,26,30,19
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-01,7.61,0,0,29,37,24
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-02,5.14,0,0,36,42,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-03,5.82,0.42,0,44,48,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-04,11.86,0.74,0,42,55,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-05,17.67,0,0,27,29,21
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-06,7.16,0,0,23,32,17
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-07,6.93,0.15,0,33,40,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-08,12.75,0.08,0,39,47,34
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-09,8.28,0,0,37,44,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-10,9.84,0,0,43,56,34
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-11,11.18,0,0,47,56,37
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-12,13.2,0,0,53,60,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-13,10.51,0.19,2.4,37,42,26
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-14,17.67,0,0,24,27,18
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-15,10.96,0,0,24,32,18
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-16,10.07,0,0,35,47,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-17,12.53,0.3,0,53,63,47
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-18,20.36,0.25,0,50,63,28
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-19,17,0,0,32,41,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-20,12.97,0,0,27,36,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-21,7.61,0,0,39,54,33
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-22,10.07,0.23,0,42,56,36
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-23,14.32,0,0,58,68,36
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-24,10.74,0,0,34,36,29
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-25,14.76,0.82,0.3,33,43,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-26,11.18,0,0,30,38,24
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-27,16.11,0,0,36,48,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-02-28,11.63,0,0,33,36,27
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-01,9.4,0,0,37,48,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-02,10.51,0,0,46,53,40
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-03,18.34,0.03,0,42,48,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-04,9.4,0,0,29,38,22
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-05,6.71,0,0,38,45,31
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-06,10.51,0.05,0,49,68,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-07,13.87,0.05,0,65,74,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-08,18.34,0,0,48,50,40
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-09,9.84,0.58,0.6,38,41,33
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-10,5.59,0,0,39,50,32
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-11,6.93,0,0,45,53,36
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-12,18.79,0.47,0.9,41,47,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-13,16.33,0,0.1,28,35,23
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-14,9.84,0,0,42,57,34
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-15,9.17,0,0,53,68,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-16,7.83,0,0,56,64,43
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-17,9.17,0.11,0,47,55,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-18,7.61,0,0,57,73,49
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-19,7.38,0.07,0,56,68,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-20,16.33,0,0,58,61,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-21,14.32,0,0,51,62,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-22,16.11,0,0,51,57,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-23,11.63,0.11,0,45,47,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-24,17,1.02,0,42,47,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-25,10.74,0.03,0,49,60,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-26,12.3,0.04,0,51,53,43
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-27,18.34,0,0,43,45,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-28,22.15,0,0,29,32,24
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-29,19.01,0,0,30,37,25
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-30,8.72,0,0,37,47,30
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-03-31,10.74,0.05,0,50,64,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-01,17,0.26,0,56,61,43
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-02,13.65,0,0,45,55,39
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-03,8.95,0.09,0,45,46,41
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-04,12.08,0,0,46,54,40
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-05,7.61,0.06,0,49,55,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-06,15.43,0.36,0,47,53,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-07,16.78,0.97,0,48,56,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-08,10.51,0.04,0,55,64,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-09,9.84,0.02,0,53,56,48
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-10,17.67,0,0,47,49,43
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-11,10.51,0,0,48,60,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-12,7.38,0.04,0,56,71,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-13,7.61,0,0,60,69,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-14,10.96,0.11,0,61,71,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-15,12.3,0,0,60,69,51
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-16,12.53,0.14,0,60,70,45
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-17,15.66,0,0,47,50,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-18,12.75,0.92,0,46,53,41
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-19,19.69,1.14,0,46,50,40
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-20,12.3,0,0,49,60,43
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-21,12.08,0,0,51,59,45
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-22,10.74,0,0,58,68,52
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-23,6.93,0,0,56,61,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-24,9.17,0,0,55,60,48
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-25,9.4,0,0,51,58,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-26,8.5,0.05,0,53,60,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-27,21.47,0,0,53,59,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-28,20.8,0,0,47,56,41
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-29,17.22,0,0,51,62,42
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-04-30,8.05,0,0,55,67,47
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-01,8.5,0,0,56,67,48
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-02,9.62,0.35,0,54,57,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-03,10.07,0,0,54,61,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-04,6.04,0.12,0,54,67,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-05,9.17,0,0,63,71,56
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-06,8.5,0.74,0,59,62,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-07,19.91,1.06,0,50,52,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-08,17.9,0.02,0,51,59,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-09,15.66,0,0,56,69,47
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-10,14.32,0,0,60,71,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-11,9.17,0,0,61,76,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-12,9.4,0,0,63,72,57
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-13,8.72,0,0,61,66,56
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-14,6.49,0.28,0,64,74,58
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-15,6.93,0.02,0,66,78,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-16,10.29,0.47,0,69,75,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-17,15.66,0,0,67,78,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-18,10.96,0,0,64,73,57
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-19,6.71,0.72,0,60,68,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-20,8.28,0.44,0,60,68,54
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-21,5.82,0,0,70,91,58
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-22,8.5,0,0,82,92,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-23,11.18,0,0,70,73,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-24,11.41,0,0,63,65,58
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-25,8.05,0,0,61,70,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-26,10.07,0,0,62,70,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-27,9.84,0.16,0,68,79,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-28,7.83,0.27,0,69,77,63
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-29,5.82,0,0,69,79,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-30,8.05,0,0,74,86,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-05-31,11.41,0,0,83,93,63
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-01,11.41,0.84,0,64,67,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-02,6.93,0.52,0,69,83,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-03,8.5,0,0,67,75,61
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-04,6.71,0,0,71,81,63
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-05,7.16,0,0,68,76,60
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-06,6.71,0,0,72,81,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-07,15.43,0.05,0,71,78,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-08,9.17,0,0,75,85,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-09,14.54,0.7,0,76,85,66
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-10,9.84,0,0,71,80,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-11,7.83,0.23,0,71,75,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-12,9.4,0.08,0,69,73,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-13,5.37,0,0,76,86,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-14,6.49,0,0,75,83,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-15,9.84,0,0,74,81,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-16,12.3,0.28,0,69,73,63
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-17,12.53,0,0,77,92,70
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-18,18.79,0,0,71,77,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-19,16.11,0,0,63,74,56
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-20,8.95,0,0,69,79,61
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-21,6.04,0.09,0,72,77,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-22,10.29,0.1,0,66,68,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-23,8.5,0,0,67,75,60
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-24,5.59,0,0,71,83,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-25,7.16,0,0,78,90,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-26,8.95,0,0,81,91,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-27,8.95,0.48,0,76,79,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-28,7.83,0,0,72,79,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-29,7.16,0,0,75,86,66
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-06-30,7.61,0,0,78,88,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-01,10.51,0,0,83,95,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-02,8.95,0,0,84,91,77
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-03,8.28,0,0,80,88,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-04,6.26,0,0,78,87,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-05,12.3,0.08,0,79,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-06,10.29,0,0,79,86,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-07,10.51,0,0,76,82,70
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-08,6.71,0.29,0,74,86,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-09,6.93,0,0,76,84,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-10,10.51,0,0,74,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-11,11.63,0,0,75,84,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-12,12.3,0,0,78,91,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-13,7.83,0,0,84,92,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-14,7.61,0,0,80,90,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-15,8.72,0,0,79,86,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-16,7.83,0.55,0,76,84,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-17,7.16,0,0,78,84,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-18,10.29,0.34,0,79,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-19,12.53,0,0,83,93,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-20,8.28,0,0,88,97,80
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-21,10.51,0.57,0,86,97,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-22,7.83,0,0,88,96,79
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-23,7.83,0,0,87,97,79
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-24,10.96,0,0,88,98,82
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-25,10.51,0.76,0,86,89,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-26,7.61,0,0,79,82,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-27,8.05,0,0,78,86,70
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-28,9.62,0.08,0,80,88,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-29,7.83,0.02,0,83,87,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-30,10.51,0,0,80,88,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-07-31,7.61,0,0,79,87,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-01,6.93,0.41,0,74,79,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-02,8.05,0,0,80,93,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-03,8.72,0,0,82,92,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-04,9.4,0,0,84,94,79
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-05,8.05,0,0,85,94,80
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-06,9.4,0,0,85,94,79
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-07,10.74,0.61,0,85,93,77
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-08,12.3,0,0,87,94,80
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-09,8.95,0.05,0,88,98,80
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-10,8.5,0,0,81,86,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-11,7.38,0.13,0,80,91,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-12,11.18,0,0,78,85,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-13,8.95,0,0,74,80,66
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-14,8.72,0,0,75,83,70
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-15,6.49,0,0,76,83,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-16,8.5,0,0,74,84,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-17,6.71,0.31,0,74,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-18,7.61,0,0,75,88,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-19,8.05,0,0,79,90,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-20,7.16,0,0,82,91,76
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-21,8.72,0,0,78,83,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-22,7.61,0.24,0,76,81,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-23,8.72,0,0,79,88,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-24,8.95,0,0,80,90,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-25,7.38,0,0,83,91,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-26,8.95,0.28,0,81,88,78
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-27,6.71,0,0,82,88,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-28,10.51,0,0,76,80,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-29,10.29,0,0,79,87,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-30,11.41,0.04,0,80,89,75
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-08-31,11.86,0,0,78,85,72
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-01,12.97,0,0,79,86,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-02,9.84,0,0,71,78,63
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-03,6.93,0,0,73,82,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-04,6.71,0,0,78,89,73
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-05,8.72,0.01,0,78,87,74
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-06,8.5,1.16,0,74,76,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-07,13.42,0,0,69,74,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-08,7.83,0,0,71,78,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-09,8.95,0,0,71,81,64
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-10,6.04,0,0,74,86,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-11,5.82,0.27,0,74,77,67
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-12,6.71,0.93,0,72,82,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-13,9.62,1.69,0,76,84,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-14,11.63,0,0,73,80,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-15,10.74,0,0,71,74,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-16,5.82,0,0,67,77,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-17,9.4,0,0,69,74,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-18,11.18,0,0,74,85,68
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-19,9.62,0.07,0,78,86,71
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-20,11.63,0,0,74,79,69
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-21,7.38,0,0,72,81,65
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-22,13.87,0.17,0,71,78,58
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-23,19.69,0,0,59,64,52
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-24,9.62,0,0,58,71,51
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-25,9.62,0.78,0,67,77,61
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-26,10.96,0,0,67,78,60
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-27,9.62,0,0,67,71,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-28,10.07,0,0,63,70,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-29,11.41,0,0,62,67,56
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-09-30,12.53,0,0,58,64,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-01,17.45,0.66,0,59,63,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-02,22.82,0.07,0,59,62,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-03,18.79,0.45,0,53,55,49
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-04,15.66,1.77,0,51,59,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-05,10.74,0.42,0,57,59,54
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-06,3.8,0,0,64,76,57
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-07,8.72,0,0,69,78,59
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-08,10.74,0.02,0,57,59,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-09,7.83,0,0,54,64,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-10,7.38,0,0,60,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-11,5.59,0,0,63,72,54
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-12,7.83,0,0,64,70,58
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-13,12.3,0.78,0,66,71,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-14,8.28,0.2,0,60,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-15,8.05,0,0,61,69,53
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-16,4.25,0,0,61,67,54
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-17,7.61,0.13,0,62,68,57
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-18,10.96,0,0,55,58,49
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-19,11.18,0,0,50,55,44
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-20,12.3,0,0,52,60,45
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-21,5.37,0,0,56,64,49
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-22,4.47,0,0,58,67,50
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-23,13.42,0,0,58,62,56
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-24,13.2,0.46,0,57,62,55
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-25,7.38,0.01,0,62,67,61
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-26,6.49,0,0,65,74,62
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-27,13.87,0,0,62,65,52
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-28,10.51,0,0,52,58,46
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-29,5.82,0,0,51,59,45
USW00014732,"LAGUARDIA AIRPORT, NY US",2022-10-30,3.8,0,0,54,64,47
